Category,Tool,Latest Version,License,Stage
Libraries,karma-commonjs,1.0.0,MIT,
Libraries,karma-coverage,2.2.1,MIT,
Libraries,karma-coverage-istanbul-reporter,3.0.3,MIT,
Libraries,karma-detect-browsers,2.3.3,MIT,
Libraries,karma-firefox-launcher,2.1.3,MIT,
Libraries,karma-html2js-preprocessor,1.1.0,MIT,
Libraries,karma-ie-launcher,1.0.0,MIT,
Libraries,karma-jasmine,5.1.0,MIT,
Libraries,karma-jasmine-html-reporter,2.1.0,MIT,
Libraries,karma-junit-reporter,2.0.1,MIT,
Libraries,karma-mocha,2.0.1,MIT,
Libraries,karma-mocha-reporter,2.2.5,MIT,
Libraries,karma-ng-html2js-preprocessor,1.0.0,MIT,
Libraries,karma-opera-launcher,1.0.0,MIT,
Libraries,karma-phantomjs-launcher,1.0.4,MIT,
Libraries,karma-qunit,4.2.0,MIT,
Libraries,karma-requirejs,1.1.0,MIT,
Libraries,karma-rollup-preprocessor,2021.1,MIT,
Libraries,karma-safari-launcher,1.0.0,MIT,
Libraries,karma-sauce-launcher,4.3.6,MIT,
Libraries,karma-script-launcher,1.0.0,MIT,
Libraries,karma-sinon,1.8.0,MIT,
Libraries,karma-sinon-chai,2.0.2,MIT,
Libraries,karma-sourcemap-loader,0.4.0,MIT,
Libraries,karma-source-map-support,1.4.0,MIT,
Libraries,karma-spec-reporter,0.0.35,MIT,
Libraries,karma-typescript,5.5.4,MIT,
Libraries,karma-typescript-preprocessor,0.4.0,MIT,
Libraries,karma-webpack,5.0.1,MIT,
Libraries,karthikeyanra demoapachewebserver aws,,Apache-2.0,
Libraries,karvounis lambda-auto-update-security-group-ips aws,,MIT,
Libraries,kathawala key-forwarding-api-proxy aws,1.0.0,MIT,
Libraries,kayvane1 deep-learning-lambda aws,0.0.5,,
Libraries,KazuyaMiyagi adminer aws,,,
Libraries,KazuyaMiyagi alb-basicauth aws,,,
Libraries,KazuyaMiyagi backup-job-starter aws,,,
Libraries,KazuyaMiyagi cloudfront-invalidator aws,,,
Libraries,KazuyaMiyagi rocket-chat-notifier aws,,,
Libraries,Kea,,MIT,Approved
Libraries,Keimille stack aws,,,
Libraries,kenvpt gitlab_server aws,2.7,,
Libraries,kerryhatcher standardbucket aws,1.0.0,MIT,
Libraries,ketzacoatl fpc-ops aws,,,
Libraries,kewalwani kewal aws,,,
Libraries,keyring,25.2.1,MIT,
Libraries,kh42z lambda-go aws,,BSD-2-Clause,
Libraries,KhalifaBL myrepo aws,0.1.5,,
Libraries,KhalifaBL s3backend-1 aws,,,
Libraries,kierandidi emrserverless aws,,Apache-2.0,
Libraries,kikuli rdsproject aws,1.0.0,Apache-2.0,
Libraries,kikuli vpcproject aws,3.0.0,Apache-2.0,
Libraries,kind-of,6.0.3,MIT,
Libraries,kinesis,1.55.3,Apache-2.0,
Libraries,kingpin.v2,2.2.6,,
Libraries,KiranNirmalkar staticwebpublic azurerm,,,
Libraries,kitchen-docker,3.2.0,Apache-2.0,
Libraries,kitchen-inspec,2.6.1,Apache-2.0,
Libraries,kitchen-vagrant,2.0.1,Apache-2.0,
Libraries,kiwicom cloudsql-misc google,2.0.0,,
Libraries,kiwicom cpu-autoscaling aws,2.0.0,,
Libraries,kiwicom elasticache-alarms aws,2.0.0,,
Libraries,kiwicom ftp-transfer-user aws,2.0.0,,
Libraries,kiwicom instance-group-named-ports google,2.0.0,,
Libraries,kiwicom rancher-hosts aws,2.0.0,,
Libraries,kiwicom rds-alarms aws,2.0.0,,
Libraries,kiwicom rds-core aws,2.0.0,,
Libraries,kiwicom rds-misc aws,2.0.0,,
Libraries,kiwisolver,1.4.5,Other,
Libraries,kjagiello codepipeline-slack-notifications aws,3.0.0,MIT,
Libraries,kjanshair linux-vm azurerm,,,
Libraries,kjanshair virtual-machines azurerm,,,
Libraries,kjpark eks-vpc-cni-custom-networking aws,0.1.1,Apache-2.0,
Libraries,klaw,4.0.1,MIT,
Libraries,kmayer10 ec2-launch-template aws,1.0.0,,
Libraries,kmayer10 ec2-ubuntu aws,1,,
Libraries,kmayer10 policy-attachment aws,1.0.1,,
Libraries,kmayer10 rds-postgresql aws,1,,
Libraries,kmayer10 securitygroup aws,1.0.3,,
Libraries,kn1990 cloudfront-ip-updater aws,0.0.2,,
Libraries,knex,3.1.0,MIT,
Libraries,Knockout,3.5.1,,Trial
Libraries,Knockout.Mapping,2.4.0,,
Libraries,knockoutjs,3.5.1,MIT,
Libraries,knox,0.9.3,MIT,
Libraries,Koa,2.15.3,MIT,
Libraries,koa-body,6.0.1,MIT,
Libraries,koa-compress,5.1.1,MIT,
Libraries,koa-mount,4.0.0,MIT,
Libraries,koa-router,12.0.0,MIT,
Libraries,koa-static,5.0.0,MIT,
Libraries,KoeSystems route53 aws,,MIT,
Libraries,kolluridivya ec2-sg aws,,,
Libraries,kombu,5.2.4,BSD-3-Clause,
Libraries,komskb converter aws,,,
Libraries,kosli-dev kosli-reporter aws,,MIT,
Libraries,KotobaMedia wordpress-on-lambda-efs aws,,MIT,
Libraries,kr/logfmt,,MIT,
Libraries,kr/text,0.2.0,MIT,
Libraries,krestomatio multiarch-builder aws,,Apache-2.0,
Libraries,ksoclabs ksoc-connect aws,1.0.4,Apache-2.0,
Libraries,kss,0.5.0,MIT,
Libraries,Kubernetes,30.1.0,Apache-2.0,
Libraries,kubozoainc dns-entry-and-acm-validated-cert aws,,GPL-3.0,
Libraries,Kue,0.11.6,MIT,
Libraries,kuhlman-labs aks-agic azurerm,1.0.0,MIT,
Libraries,kumaravelu999 s3bucketmodule aws,,,
Libraries,kumarn5 naveens3bucket aws,1,,
Libraries,kumarvna active-directory-forest azurerm,2.1.0,GPL-3.0,
Libraries,kumarvna azure-bastion azurerm,1.2.0,GPL-3.0,
Libraries,kumarvna caf-virtual-network-hub azurerm,2.2.0,GPL-3.0,
Libraries,kumarvna caf-virtual-network-spoke azurerm,2.2.0,GPL-3.0,
Libraries,kumarvna dev-test-lab azurerm,1.0.0,GPL-3.0,
Libraries,kumarvna domain-join azurerm,1.1.0,GPL-3.0,
Libraries,kumarvna hdinsight azurerm,1.0.0,GPL-3.0,
Libraries,kumarvna mariadb-server azurerm,1.0.0,GPL-3.0,
Libraries,kumarvna mssql-db azurerm,1.3.0,GPL-3.0,
Libraries,kumarvna mysql-db azurerm,1.1.0,GPL-3.0,
Libraries,kumarvna postgresql-db azurerm,1.1.0,GPL-3.0,
Libraries,kumarvna static-website-cdn azurerm,2.2.0,GPL-3.0,
Libraries,kumarvna virtual-machine azurerm,2.3.0,GPL-3.0,
Libraries,kumarvna vm-scale-sets azurerm,2.3.0,GPL-3.0,
Libraries,kurron alb-service-attachment aws,,Apache-2.0,
Libraries,kurron alb-target-group aws,,Apache-2.0,
Libraries,kurron api-gateway aws,,Apache-2.0,
Libraries,kurron archiving-s3 aws,,Apache-2.0,
Libraries,kurron bastion aws,0.0.1,Apache-2.0,
Libraries,kurron batch-job-trigger aws,,Apache-2.0,
Libraries,kurron cloudwatch-log aws,,Apache-2.0,
Libraries,kurron ec2 aws,,Apache-2.0,
Libraries,kurron ec2-park aws,,Apache-2.0,
Libraries,kurron expiring-s3 aws,,Apache-2.0,
Libraries,kurron iam aws,0.0.1,Apache-2.0,
Libraries,kurron rds-mysql aws,,Apache-2.0,
Libraries,kurron security-groups aws,0.0.1,Apache-2.0,
Libraries,KyleOndy local-keypair aws,,MIT,
Libraries,L2Solutions eks-autoscaler aws,0.4.3,,
Libraries,l4gdev codedeploy-ecr aws,,MIT,
Libraries,lab,25.0.1,BSD-3-Clause,
Libraries,lablabs account-access aws,,,
Libraries,lablabs asg-lambda aws,0.1.0,,
Libraries,lablabs auth-account aws,0.2.0,Apache-2.0,
Libraries,lablabs cd-codepipeline aws,,Apache-2.0,
Libraries,lablabs cloudtrail-archive aws,,,
Libraries,lablabs cross-account-access aws,0.2.0,Apache-2.0,
Libraries,lablabs eks-alb-ingress aws,0.6.0,Apache-2.0,
Libraries,lablabs eks-aws-node-termination-handler aws,0.0.2,Apache-2.0,
Libraries,lablabs eks-calico aws,,Apache-2.0,
Libraries,lablabs eks-cert-manager aws,1.1.1,Apache-2.0,
Libraries,lablabs eks-cluster-autoscaler aws,2.2.0,Apache-2.0,
Libraries,lablabs eks-descheduler aws,0.0.3,Apache-2.0,
Libraries,lablabs eks-external-dns aws,1.2.0,Apache-2.0,
Libraries,lablabs eks-grafana aws,0.2.0,Apache-2.0,
Libraries,lablabs eks-ingress-nginx aws,1.2.0,Apache-2.0,
Libraries,lablabs eks-kubernetes-dashboard aws,0.2.0,Apache-2.0,
Libraries,lablabs eks-kube-state-metrics aws,1.0.0,Apache-2.0,
Libraries,lablabs eks-load-balancer-controller aws,1.2.0,Apache-2.0,
Libraries,lablabs eks-metrics-server aws,1.0.0,Apache-2.0,
Libraries,lablabs eks-node-problem-detector aws,1.0.0,Apache-2.0,
Libraries,lablabs eks-prometheus aws,1.0.0,Apache-2.0,
Libraries,lablabs eks-prometheus-node-exporter aws,0.8.1,Apache-2.0,
Libraries,lablabs eks-thanos aws,1.0.0,Apache-2.0,
Libraries,lablabs eks-vector-agent-log aws,3.0.0,Apache-2.0,
Libraries,lablabs flow-logs aws,0.3.0,Apache-2.0,
Libraries,lablabs iam-users aws,,,
Libraries,lablabs iam-users-manager aws,0.2.0,,
Libraries,lablabs lambda-cloudwatch-report aws,0.1.5,Apache-2.0,
Libraries,lablabs lambda-healthcheck aws,,Apache-2.0,
Libraries,lablabs rds-snapshotting-source aws,,Apache-2.0,
Libraries,lablabs rds-snapshotting-target aws,,Apache-2.0,
Libraries,lablabs session-manager-logs aws,0.3.0,Apache-2.0,
Libraries,lablabs sf aws,,,
Libraries,lablabs spot-termination-monitoring-lambda aws,0.0.2,Apache-2.0,
Libraries,lacework agentless-scanning aws,0.15.2,MIT,
Libraries,lacework cloudtrail-controltower aws,0.4.1,MIT,
Libraries,lacework ecs-agent aws,0.4.0,MIT,
Libraries,lacework eks-audit-log aws,1.1.2,MIT,
Libraries,lacework s3-data-export aws,1.3.1,MIT,
Libraries,langdetect,1.0.9,Other,
Libraries,language-tags,1.2.0,MIT,
Libraries,laravel-mix,6.0.49,MIT,
Libraries,larribas mlflow aws,1.0.1,,
Libraries,latest,11.0.0,Apache-2.0,
Libraries,latest-version,9.0.0,MIT,
Libraries,lawliet89 alb-logging aws,0.1.0,,
Libraries,lazy,1.4,BSD-2-Clause,
Libraries,lazy-cache,2.0.2,MIT,
Libraries,lazy-object-proxy,1.7.1,BSD-2-Clause,
Libraries,lazypipe,1.0.2,MIT,
Libraries,lbrealdev groundwork-vpc aws,0.0.2,MIT,
Libraries,lbrealdev ses-sandbox aws,0.0.1,MIT,
Libraries,LDAP,3.4.8,Other,
Libraries,ldap3,2.9.1,LGPL-3.0,
Libraries,lde simple-vpc aws,,GPL-3.0,
Libraries,Leaflet,1.9.4,BSD-2-Clause,
Libraries,learncode2100 createinstance aws,,,
Libraries,learncode2100 projectdemo aws,,,
Libraries,leb4r cardano-node aws,2.5.0,MIT,
Libraries,LederWorks easy-alerting-aks azurerm,,MIT,
Libraries,LederWorks easy-alerting-datafactory azurerm,,MIT,
Libraries,lee-vincent rubrik-cloud-cluster-es aws,1.2.7,,
Libraries,left-pad,1.3.0,MIT,
Libraries,Lek-S s3bucket-lekha aws,,,
Libraries,Lerna,8.1.7,MIT,
Libraries,Lerna,8.1.7,MIT,Approved
Libraries,leroykayanda createModuleDemo aws,,Apache-2.0,
Libraries,leroykayanda ecsModule aws,,Apache-2.0,
Libraries,Less,4.2.0,Apache-2.0,
Libraries,less-loader,12.2.0,MIT,
Libraries,level,8.0.1,MIT,
Libraries,Lewuathe presto aws,,Apache-2.0,
Libraries,lfshook,2.4,MIT,
Libraries,li0nel cloudfront-image-compression aws,,,
Libraries,li0nel single-page-application aws,,,
Libraries,lib,v0.17.1,Apache-2.0,
Libraries,libre-devops azure-container-registry azurerm,,MIT,
Libraries,libre-devops event-hub azurerm,,MIT,
Libraries,libre-devops event-hub-namespace azurerm,,MIT,
Libraries,libre-devops keyvault-managed-storage-account azurerm,,MIT,
Libraries,libre-devops public-lb azurerm,1.0.0,MIT,
Libraries,libre-devops windows-vm-domain-join azurerm,,MIT,
Libraries,libxmljs,1.0.11,MIT,
Libraries,liftoff,5.0.0,MIT,
Libraries,lightgbm,4.5.0,MIT,
Libraries,lightstep-tracer-go,0.26.0,MIT,
Libraries,limitusus dlm-role aws,1.1.0,MIT,
Libraries,link,1.1.1,MIT,
Libraries,LinqKit,1.3.0,MIT,
Libraries,LinqKit.Core,1.3.0,MIT,
Libraries,lint,,BSD-3-Clause,
Libraries,lint-staged,15.2.7,MIT,
Libraries,linux-place instanceprofile aws,,GPL-3.0,
Libraries,listr,0.14.3,MIT,
Libraries,LiteDB,5.0.21,MIT,
Libraries,LiveScript,1.6.0,MIT,
Libraries,llvmlite,0.43.0,BSD-2-Clause,
Libraries,load,4.24.5,Other,
Libraries,loader,0.7.4,BSD-3-Clause,
Libraries,loader.js,4.7.0,MIT,
Libraries,loader-utils,3.3.1,MIT,
Libraries,load-grunt-config,4.0.1,MIT,
Libraries,load-grunt-tasks,5.1.0,MIT,
Libraries,load-json-file,7.0.1,MIT,
Libraries,locale,2.1.4,"Ruby,LGPL-3.0+",
Libraries,locales,0.14.1,MIT,
Libraries,lock,,Apache-2.0,
Libraries,Lodash,4.17.21,MIT,
Libraries,Lodash,4.17.21,,Approved
Libraries,lodash.assign,4.2.0,MIT,
Libraries,lodash.camelcase,4.3.0,MIT,
Libraries,lodash.clone,4.5.0,MIT,
Libraries,lodash.clonedeep,4.5.0,MIT,
Libraries,lodash.debounce,4.0.8,MIT,
Libraries,lodash.defaults,4.2.0,MIT,
Libraries,lodash.difference,4.5.0,MIT,
Libraries,lodash.flatten,4.4.0,MIT,
Libraries,lodash.get,4.4.2,MIT,
Libraries,lodash.groupby,4.6.0,MIT,
Libraries,lodash.includes,4.3.0,MIT,
Libraries,lodash.isarray,4.0.0,MIT,
Libraries,lodash.isempty,4.4.0,MIT,
Libraries,lodash.isequal,4.5.0,MIT,
Libraries,lodash.isfunction,4.0.0,MIT,
Libraries,lodash.isplainobject,4.0.6,MIT,
Libraries,lodash.isstring,4.0.1,MIT,
Libraries,lodash.keys,4.2.0,MIT,
Libraries,lodash.mapvalues,4.6.0,MIT,
Libraries,lodash.memoize,4.1.2,MIT,
Libraries,lodash.merge,4.6.2,MIT,
Libraries,lodash.mergewith,4.6.2,MIT,
Libraries,lodash.sortby,4.7.0,MIT,
Libraries,lodash.template,4.5.0,MIT,
Libraries,lodash.throttle,4.1.1,MIT,
Libraries,lodash.uniq,4.5.0,MIT,
Libraries,lodash-es,4.17.21,MIT,
Libraries,lodash-webpack-plugin,0.11.6,MIT,
Libraries,log,6.3.1,ISC,
Libraries,log4j:log4j,1.2.17,Apache-2.0,
Libraries,log4js,6.9.1,Apache-2.0,
Libraries,log4net,2.0.14,Apache-2.0,
Libraries,Logbook,1.5.3,BSD-3-Clause,
Libraries,logging,2.3.0,MIT,
Libraries,loglevel,1.9.0,MIT,
Libraries,logrus,1.9.3,MIT,
Libraries,log-symbols,6.0.0,MIT,
Libraries,log-update,6.0.0,MIT,
Libraries,loguru,0.7.2,MIT,
Libraries,lokesh0412 staticazurewebsite azurerm,2.0.0,Apache-2.0,
Libraries,lolex,6.0.0,BSD-3-Clause,
Libraries,long,5.2.2,Apache-2.0,
Libraries,loose-envify,1.4.0,MIT,
Libraries,LoreM9 iam-users-module aws,,,
Libraries,lorenzoaiello alb-alarms aws,1.2.0,MIT,
Libraries,lorenzoaiello ecs-ec2instances aws,,MIT,
Libraries,lorenzoaiello efs-alarms aws,,MIT,
Libraries,lorenzoaiello hybrid-dns aws,1.0.0,MIT,
Libraries,lorenzoaiello nat-alarms aws,1.0.1,MIT,
Libraries,lottie-ios,4.3.4,Apache-2.0,
Libraries,louislarry spa aws,,MIT,
Libraries,lru,,Apache-2.0,
Libraries,lru-cache,10.2.2,ISC,
Libraries,luboleg tg-and-lb-listener aws,,GPL-3.0,
Libraries,Lucia,,MIT,
Libraries,lucymhdavies rotating_iam_creds aws,0.2.0,Unlicense,
Libraries,lucymhdavies route_53_zone_and_records aws,0.1.2,,
Libraries,luispdm ec2-example-luigi aws,,Apache-2.0,
Libraries,Lupus-Metallum amazon-managed-prometheus-for-eks aws,,Apache-2.0,
Libraries,Lupus-Metallum cloudfront-lambda-redirect aws,,Apache-2.0,
Libraries,Lupus-Metallum dnssec-kms aws,,Apache-2.0,
Libraries,Lupus-Metallum python-slack-notifications aws,,Apache-2.0,
Libraries,Lupus-Metallum rds-schema-and-user aws,,Apache-2.0,
Libraries,Lupus-Metallum replicated-s3-bucket aws,,Apache-2.0,
Libraries,luxon,3.4.4,MIT,
Libraries,lxml,4.9.1,BSD-3-Clause,
Libraries,lynnlin827 tagged-ecr aws,,,
Libraries,lz4,4.1.15,BSD-3-Clause,
Libraries,lz-string,1.5.0,MIT,
Libraries,M1ke secure-static aws,,,
Libraries,machadovilaca notifications aws,0.0.1,GPL-3.0,
Libraries,machinebox/graphql,0.2.2,Apache-2.0,
Libraries,mackdelany mackdelany aws,0.1.6,,
Libraries,mackdelany playground aws,1.0.1,,
Libraries,madagra pypi-server aws,,MIT,
Libraries,madagra single-task-service aws,,MIT,
Libraries,madge,7.0.0,MIT,
Libraries,Magick.NET-Q16-AnyCPU,13.1.0,Apache-2.0,
Libraries,magic-string,0.30.10,MIT,
Libraries,MagnetarIT s3-logs aws,0.1.0,Apache-2.0,
Libraries,MagnetarIT subnets aws,0.4.0,Apache-2.0,
Libraries,MagusDevOps base-vpc-network aws,,MIT,
Libraries,MagusDevOps lambda-glue-trigger-role aws,,MIT,
Libraries,MagusDevOps namespace-kms-base aws,,,
Libraries,MagusDevOps namespace-ops-role aws,,MIT,
Libraries,MagusDevOps namespace-read-role aws,,MIT,
Libraries,MagusDevOps namespace-service-role aws,,MIT,
Libraries,MagusDevOps namespace-technical-role aws,,MIT,
Libraries,MagusDevOps ops-role aws,,MIT,
Libraries,MailKit,3.4.0,MIT,
Libraries,mail-parser,3.15.0,Apache-2.0,
Libraries,main-bower-files,2.13.3,MIT,
Libraries,make-dir,4.0.0,MIT,
Libraries,Mako,1.3.5,MIT,
Libraries,manaswinipanda mps3bucket aws,,,
Libraries,mansiag48 mansis3 aws,1,,
Libraries,mantasi suman aws,,,
Libraries,mapbox-gl,3.3.0,ICU,
Libraries,Mapster,7.4.0,MIT,
Libraries,map-stream,0.1.0,MIT,
Libraries,mapstructure,1.5.0,MIT,
Libraries,marbot-io marbot-monitoring-alb aws,1.3.0,Apache-2.0,
Libraries,marbot-io marbot-monitoring-asg aws,1.0.0,Apache-2.0,
Libraries,marbot-io marbot-monitoring-basic aws,,Apache-2.0,
Libraries,marbot-io marbot-monitoring-ec2-instance aws,1.1.0,Apache-2.0,
Libraries,marbot-io marbot-monitoring-rds-cluster aws,1.0.0,Apache-2.0,
Libraries,marbot-io marbot-monitoring-sqs-queue aws,1.0.0,Apache-2.0,
Libraries,marbot-io marbot-standalone-topic aws,,Apache-2.0,
Libraries,marcosborges loadtest-distribuited aws,0.4.0,,
Libraries,marcransome vpc-public-private-nat aws,1.0.0,BSD-3-Clause,
Libraries,mark182182 elkdocker aws,1.0.5,GPL-3.0,
Libraries,markdown,0.5.0,MIT,
Libraries,markdown,3.3.7,BSD-3-Clause,
Libraries,markdown-it,14.1.0,MIT,
Libraries,markdownlint-cli,0.41.0,MIT,
Libraries,markdown-toc,1.2.0,MIT,
Libraries,marked,13.0.3,MIT,
Libraries,MarkupSafe,2.1.1,BSD-3-Clause,
Libraries,marshmallow,3.17.1,MIT,
Libraries,marshmallow-sqlalchemy,0.28.1,MIT,
Libraries,martian,3.3.3,Apache-2.0,
Libraries,MAS-Group-team rds-cluster-proxy aws,,,
Libraries,MassTransit,8.1.0,Apache-2.0,
Libraries,MassTransit.Extensions.DependencyInjection,7.3.1,Apache-2.0,
Libraries,masterpointio amplify-app aws,0.8.2,MIT,
Libraries,masterpointio nuke-bomber aws,,MIT,
Libraries,match,1.1.1,MIT,
Libraries,matcha,0.7.0,MIT,
Libraries,matchdep,2.0.0,MIT,
Libraries,mateothegreat eks-spotinst aws,,,
Libraries,material-design-icons,4.0.0,Apache-2.0,
Libraries,material-ui,5.16.6,MIT,
Libraries,math,1.13.10,LGPL-3.0,
Libraries,MathNet.Numerics,5.0.0,MIT,
Libraries,matplotlib,,,Trial
Libraries,matplotlib,3.9.1,Python-2.0,
Libraries,mattchilds1 codepipeline-slacknotifier aws,,GPL-3.0,
Libraries,Matter,,,Restricted
Libraries,Matthewsre microservices azurerm,,MIT,
Libraries,matti gce-image-to-zonal-disks google,,,
Libraries,matti gce-image-upload google,,,
Libraries,matti gce-stateful-zonal-instance-groups google,,,
Libraries,matti gke-kubeconfig google,,,
Libraries,matti gke-node_pool google,,,
Libraries,Mattias- guardduty-s3 aws,0.1.0,Apache-2.0,
Libraries,matt-joe-hunt ec2-with-ssm-access aws,,,
Libraries,mcalik77 cosmosdb azurerm,,,Prohibited
Libraries,mccabe,0.7.0,Saxpath,
Libraries,mcozd serverless-function aws,4.0.2,MIT,
Libraries,md5,2.3.0,BSD-3-Clause,
Libraries,MDMOQADDAS terraformansible aws,1.0.1,,
Libraries,mediapop key aws,0.2.0,MIT,
Libraries,mediapop redirect aws,1.3.0,MIT,
Libraries,MediatR,12.4.0,Apache-2.0,
Libraries,MediatR.Extensions.Microsoft.DependencyInjection,12.4.0,Apache-2.0,
Libraries,Mehdikarimian elasticache-redis-cluster aws,1.2.1,,
Libraries,mehdi-wsc asg-wsc aws,0.0.6,GPL-3.0,
Libraries,mehdi-wsc iam-wsc aws,,GPL-3.0,
Libraries,mehdi-wsc sg-wsc aws,,GPL-3.0,
Libraries,mehdi-wsc vpc-wsc aws,,GPL-3.0,
Libraries,meltwater asg-dns-handler aws,2.1.8,Apache-2.0,
Libraries,mem,1.11.0,Apache-2.0,
Libraries,memfs,1.0.0,MIT,
Libraries,memoize-one,6.0.0,MIT,
Libraries,memory-fs,0.5.0,MIT,
Libraries,meow,13.2.0,MIT,
Libraries,merge,2.1.1,MIT,
Libraries,merge2,1.4.1,MIT,
Libraries,merge-descriptors,2.0.0,MIT,
Libraries,merge-stream,2.0.0,MIT,
Libraries,mergo,1.0.0,BSD-3-Clause,
Libraries,merten2000 server aws,,,
Libraries,meshcloud meshplatform aws,0.2.0,Apache-2.0,
Libraries,MessagePack,2.5.172,MIT,
Libraries,meta,1.30.3,Apache-2.0,
Libraries,metadata-json-lint,3.0.1,Apache-2.0,
Libraries,method-override,3.0.0,MIT,
Libraries,methods,1.1.2,MIT,
Libraries,metro-react-native-babel-preset,0.80.9,MIT,
Libraries,Meydan52 rdsinstanceFRK aws,1.0.0,Apache-2.0,
Libraries,Meydan52 vpc-5frk aws,1.0.1,Apache-2.0,
Libraries,mgo.v2,r2016.08.01,BSD-2-Clause,
Libraries,mhdanees s3bucktes aws,1,,
Libraries,mhmdio client-vpn-federated-authentication aws,,GPL-3.0,
Libraries,mhmdio client-vpn-tls-file aws,,,
Libraries,michaelniotis storage-custom azurerm,,GPL-3.0,
Libraries,Micro,10.0.1,MIT,
Libraries,microbundle,0.15.1,MIT,
Libraries,micromatch,4.0.5,MIT,
Libraries,Microsoft.AnalysisServices.AdomdClient,,,
Libraries,Microsoft.ApplicationInsights,2.21.0,MIT,
Libraries,Microsoft.ApplicationInsights.Agent.Intercept,2.4.0,,
Libraries,Microsoft.ApplicationInsights.AspNetCore,2.21.0,MIT,
Libraries,Microsoft.ApplicationInsights.DependencyCollector,2.21.0,MIT,
Libraries,Microsoft.ApplicationInsights.PerfCounterCollector,2.21.0,MIT,
Libraries,Microsoft.ApplicationInsights.TraceListener,2.21.0,MIT,
Libraries,Microsoft.ApplicationInsights.Web,2.21.0,MIT,
Libraries,Microsoft.ApplicationInsights.WindowsServer,2.21.0,MIT,
Libraries,Microsoft.ApplicationInsights.WindowsServer.TelemetryChannel,2.21.0,MIT,
Libraries,Microsoft.AspNet.Cors,5.2.8,,
Libraries,Microsoft.AspNet.FriendlyUrls.Core,1.0.2,,
Libraries,Microsoft.AspNet.Identity.Core,2.2.3,Other,
Libraries,Microsoft.AspNet.Identity.EntityFramework,2.2.3,Apache-2.0,
Libraries,Microsoft.AspNet.Identity.Owin,2.2.3,Other,
Libraries,Microsoft.AspNet.Membership.OpenAuth,2.0.1,,
Libraries,Microsoft.AspNet.Mvc,5.2.8,Apache-2.0,
Libraries,Microsoft.AspNet.Mvc.FixedDisplayModes,5.0.0,,
Libraries,Microsoft.AspNet.Mvc.Futures,5.0.0,,
Libraries,Microsoft.AspNet.OData,7.7.0,,
Libraries,Microsoft.AspNet.Providers.Core,2.0.0,,
Libraries,Microsoft.AspNet.Razor,3.2.9,Apache-2.0,
Libraries,Microsoft.AspNet.SignalR,2.4.2,,
Libraries,Microsoft.AspNet.SignalR.Core,2.4.3,,
Libraries,Microsoft.AspNet.SignalR.JS,2.4.2,,
Libraries,Microsoft.AspNet.SignalR.Owin,1.2.2,,
Libraries,Microsoft.AspNet.SignalR.SystemWeb,2.4.2,,
Libraries,Microsoft.AspNet.Web.Optimization,1.1.3,Apache-2.0,
Libraries,Microsoft.AspNet.WebApi,5.2.8,Apache-2.0,
Libraries,Microsoft.AspNet.WebApi.Client,5.2.8,Apache-2.0,
Libraries,Microsoft.AspNet.WebApi.Core,5.2.8,Apache-2.0,
Libraries,Microsoft.AspNet.WebApi.Cors,5.2.8,,
Libraries,Microsoft.AspNet.WebApi.HelpPage,5.2.8,,
Libraries,Microsoft.AspNet.WebApi.OData,5.7.0,,
Libraries,Microsoft.AspNet.WebApi.Owin,5.2.8,,
Libraries,Microsoft.AspNet.WebApi.OwinSelfHost,5.2.8,,
Libraries,Microsoft.AspNet.WebApi.SelfHost,5.2.8,,
Libraries,Microsoft.AspNet.WebApi.Tracing,5.2.8,,
Libraries,Microsoft.AspNet.WebApi.WebHost,5.2.7,Apache-2.0,
Libraries,Microsoft.AspNet.WebPages,3.2.8,Apache-2.0,
Libraries,Microsoft.AspNet.WebPages.Data,3.2.8,,
Libraries,Microsoft.AspNet.WebPages.OAuth,3.2.8,,
Libraries,Microsoft.AspNet.WebPages.WebData,3.2.8,,
Libraries,Microsoft.AspNetCore.App,2.2.8,,
Libraries,Microsoft.AspNetCore.Authentication,2.2.0,,
